Grupo;Produto;Ano;Valor
SUCO;Suco de uva reconstituído;2017;59300
SUCO;Suco de uva reconstituído;2018;0
SUCO;Suco de uva reconstituído;2019;584256
SUCO;Suco de uva reconstituído;2020;0
SUCO;Suco de uva reconstituído;2021;0
DERIVADOS;Espumante;1970;0
DERIVADOS;Espumante;1971;0
DERIVADOS;Espumante;1972;0
DERIVADOS;Espumante;1973;0
DERIVADOS;Espumante;1974;0
DERIVADOS;Espumante;1975;0
DERIVADOS;Espumante;1976;0
DERIVADOS;Espumante;1977;0
DERIVADOS;Espumante;1978;0
DERIVADOS;Espumante;1979;0
DERIVADOS;Espumante;1980;0
DERIVADOS;Espumante;1981;0
DERIVADOS;Espumante;1982;0
DERIVADOS;Espumante;1983;0
DERIVADOS;Espumante;1984;0
DERIVADOS;Espumante;1985;0
DERIVADOS;Espumante;1986;0
DERIVADOS;Espumante;1987;0
DERIVADOS;Espumante;1988;76000
DERIVADOS;Espumante;1989;0
DERIVADOS;Espumante;1990;0
DERIVADOS;Espumante;1991;0
DERIVADOS;Espumante;1992;11000
DERIVADOS;Espumante;1993;0
DERIVADOS;Espumante;1994;0
DERIVADOS;Espumante;1995;0
DERIVADOS;Espumante;1996;0
DERIVADOS;Espumante;1997;0
DERIVADOS;Espumante;1998;0
DERIVADOS;Espumante;1999;6900
DERIVADOS;Espumante;2000;71410
DERIVADOS;Espumante;2001;0
DERIVADOS;Espumante;2002;0
DERIVADOS;Espumante;2003;0
DERIVADOS;Espumante;2004;3999
DERIVADOS;Espumante;2005;1920
DERIVADOS;Espumante;2006;26600
DERIVADOS;Espumante;2007;0
DERIVADOS;Espumante;2008;88690
DERIVADOS;Espumante;2009;0
DERIVADOS;Espumante;2010;10125
DERIVADOS;Espumante;2011;26361
DERIVADOS;Espumante;2012;17200
DERIVADOS;Espumante;2013;30275
DERIVADOS;Espumante;2014;2700
DERIVADOS;Espumante;2015;23750
DERIVADOS;Espumante;2016;1500
DERIVADOS;Espumante;2017;11280
DERIVADOS;Espumante;2018;68500
DERIVADOS;Espumante;2019;52176
DERIVADOS;Espumante;2020;32399
DERIVADOS;Espumante;2021;70091
DERIVADOS;Espumante moscatel;1970;0
DERIVADOS;Espumante moscatel;1971;0
DERIVADOS;Espumante moscatel;1972;0
DERIVADOS;Espumante moscatel;1973;0
DERIVADOS;Espumante moscatel;1974;0
DERIVADOS;Espumante moscatel;1975;0
DERIVADOS;Espumante moscatel;1976;0
DERIVADOS;Espumante moscatel;1977;0
DERIVADOS;Espumante moscatel;1978;0
DERIVADOS;Espumante moscatel;1979;0
DERIVADOS;Espumante moscatel;1980;0
DERIVADOS;Espumante moscatel;1981;0
DERIVADOS;Espumante moscatel;1982;0
DERIVADOS;Espumante moscatel;1983;0
DERIVADOS;Espumante moscatel;1984;0
DERIVADOS;Espumante moscatel;1985;0
DERIVADOS;Espumante moscatel;1986;0
DERIVADOS;Espumante moscatel;1987;0
DERIVADOS;Espumante moscatel;1988;0
DERIVADOS;Espumante moscatel;1989;0
DERIVADOS;Espumante moscatel;1990;0
DERIVADOS;Espumante moscatel;1991;0
DERIVADOS;Espumante moscatel;1992;0
DERIVADOS;Espumante moscatel;1993;0
DERIVADOS;Espumante moscatel;1994;0
DERIVADOS;Espumante moscatel;1995;0
DERIVADOS;Espumante moscatel;1996;0
DERIVADOS;Espumante moscatel;1997;0
DERIVADOS;Espumante moscatel;1998;0
DERIVADOS;Espumante moscatel;1999;0
DERIVADOS;Espumante moscatel;2000;0
DERIVADOS;Espumante moscatel;2001;276099
DERIVADOS;Espumante moscatel;2002;0
DERIVADOS;Espumante moscatel;2003;147600
DERIVADOS;Espumante moscatel;2004;204000
DERIVADOS;Espumante moscatel;2005;514480
DERIVADOS;Espumante moscatel;2006;320514
DERIVADOS;Espumante moscatel;2007;589332
DERIVADOS;Espumante moscatel;2008;1113462
DERIVADOS;Espumante moscatel;2009;1190500
DERIVADOS;Espumante moscatel;2010;703393
DERIVADOS;Espumante moscatel;2011;219100
DERIVADOS;Espumante moscatel;2012;139775
DERIVADOS;Espumante moscatel;2013;159781
DERIVADOS;Espumante moscatel;2014;100000
DERIVADOS;Espumante moscatel;2015;110100
DERIVADOS;Espumante moscatel;2016;100000
DERIVADOS;Espumante moscatel;2017;152375
DERIVADOS;Espumante moscatel;2018;326200
DERIVADOS;Espumante moscatel;2019;515800
DERIVADOS;Espumante moscatel;2020;689139
DERIVADOS;Espumante moscatel;2021;11950
DERIVADOS;Base espumante;1970;0
DERIVADOS;Base espumante;1971;0
DERIVADOS;Base espumante;1972;0
DERIVADOS;Base espumante;1973;0
DERIVADOS;Base espumante;1974;0
DERIVADOS;Base espumante;1975;0
DERIVADOS;Base espumante;1976;0
DERIVADOS;Base espumante;1977;0
DERIVADOS;Base espumante;1978;0
DERIVADOS;Base espumante;1979;0
DERIVADOS;Base espumante;1980;0
DERIVADOS;Base espumante;1981;0
DERIVADOS;Base espumante;1982;0
DERIVADOS;Base espumante;1983;0
DERIVADOS;Base espumante;1984;0
DERIVADOS;Base espumante;1985;0
DERIVADOS;Base espumante;1986;0
DERIVADOS;Base espumante;1987;0
DERIVADOS;Base espumante;1988;0
DERIVADOS;Base espumante;1989;0
DERIVADOS;Base espumante;1990;0
DERIVADOS;Base espumante;1991;0
DERIVADOS;Base espumante;1992;0
DERIVADOS;Base espumante;1993;0
DERIVADOS;Base espumante;1994;0
DERIVADOS;Base espumante;1995;0
DERIVADOS;Base espumante;1996;0
DERIVADOS;Base espumante;1997;0
DERIVADOS;Base espumante;1998;0
DERIVADOS;Base espumante;1999;0
DERIVADOS;Base espumante;2000;0
DERIVADOS;Base espumante;2001;0
DERIVADOS;Base espumante;2002;0
DERIVADOS;Base espumante;2003;0
DERIVADOS;Base espumante;2004;0
DERIVADOS;Base espumante;2005;239000
DERIVADOS;Base espumante;2006;0
DERIVADOS;Base espumante;2007;78250
DERIVADOS;Base espumante;2008;220120
DERIVADOS;Base espumante;2009;335850
DERIVADOS;Base espumante;2010;0
DERIVADOS;Base espumante;2011;0
DERIVADOS;Base espumante;2012;0
DERIVADOS;Base espumante;2013;0
DERIVADOS;Base espumante;2014;0
DERIVADOS;Base espumante;2015;0
DERIVADOS;Base espumante;2016;0
DERIVADOS;Base espumante;2017;0
DERIVADOS;Base espumante;2018;0
DERIVADOS;Base espumante;2019;0
DERIVADOS;Base espumante;2020;0
DERIVADOS;Base espumante;2021;5475049
DERIVADOS;Base espumante moscatel;1970;0
DERIVADOS;Base espumante moscatel;1971;0
DERIVADOS;Base espumante moscatel;1972;0
DERIVADOS;Base espumante moscatel;1973;0
DERIVADOS;Base espumante moscatel;1974;0
DERIVADOS;Base espumante moscatel;1975;0
DERIVADOS;Base espumante moscatel;1976;0
DERIVADOS;Base espumante moscatel;1977;0
DERIVADOS;Base espumante moscatel;1978;0
DERIVADOS;Base espumante moscatel;1979;0
DERIVADOS;Base espumante moscatel;1980;0
DERIVADOS;Base espumante moscatel;1981;0
DERIVADOS;Base espumante moscatel;1982;0
DERIVADOS;Base espumante moscatel;1983;0
DERIVADOS;Base espumante moscatel;1984;0
DERIVADOS;Base espumante moscatel;1985;0
DERIVADOS;Base espumante moscatel;1986;0
DERIVADOS;Base espumante moscatel;1987;0
DERIVADOS;Base espumante moscatel;1988;0
DERIVADOS;Base espumante moscatel;1989;0
DERIVADOS;Base espumante moscatel;1990;0
DERIVADOS;Base espumante moscatel;1991;0
DERIVADOS;Base espumante moscatel;1992;0
DERIVADOS;Base espumante moscatel;1993;0
DERIVADOS;Base espumante moscatel;1994;0
DERIVADOS;Base espumante moscatel;1995;0
DERIVADOS;Base espumante moscatel;1996;0
DERIVADOS;Base espumante moscatel;1997;0
DERIVADOS;Base espumante moscatel;1998;0
DERIVADOS;Base espumante moscatel;1999;0
DERIVADOS;Base espumante moscatel;2000;0
DERIVADOS;Base espumante moscatel;2001;0
DERIVADOS;Base espumante moscatel;2002;0
DERIVADOS;Base espumante moscatel;2003;0
DERIVADOS;Base espumante moscatel;2004;98900
DERIVADOS;Base espumante moscatel;2005;212400
DERIVADOS;Base espumante moscatel;2006;362589
DERIVADOS;Base espumante moscatel;2007;111200
DERIVADOS;Base espumante moscatel;2008;474721
DERIVADOS;Base espumante moscatel;2009;442150
DERIVADOS;Base espumante moscatel;2010;1144508
DERIVADOS;Base espumante moscatel;2011;2749540
DERIVADOS;Base espumante moscatel;2012;2798908
DERIVADOS;Base espumante moscatel;2013;1470700
DERIVADOS;Base espumante moscatel;2014;1808044
DERIVADOS;Base espumante moscatel;2015;1607727
DERIVADOS;Base espumante moscatel;2016;1325700
DERIVADOS;Base espumante moscatel;2017;1965629
DERIVADOS;Base espumante moscatel;2018;1320650
DERIVADOS;Base espumante moscatel;2019;1962443
DERIVADOS;Base espumante moscatel;2020;3006705
DERIVADOS;Base espumante moscatel;2021;5549471
DERIVADOS;Base Champenoise champanha;1970;0
DERIVADOS;Base Champenoise champanha;1971;0
DERIVADOS;Base Champenoise champanha;1972;0
DERIVADOS;Base Champenoise champanha;1973;0
DERIVADOS;Base Champenoise champanha;1974;0
DERIVADOS;Base Champenoise champanha;1975;0
DERIVADOS;Base Champenoise champanha;1976;0
DERIVADOS;Base Champenoise champanha;1977;0
DERIVADOS;Base Champenoise champanha;1978;0
DERIVADOS;Base Champenoise champanha;1979;0
DERIVADOS;Base Champenoise champanha;1980;0
DERIVADOS;Base Champenoise champanha;1981;0
DERIVADOS;Base Champenoise champanha;1982;0
DERIVADOS;Base Champenoise champanha;1983;0
DERIVADOS;Base Champenoise champanha;1984;0
DERIVADOS;Base Champenoise champanha;1985;0
DERIVADOS;Base Champenoise champanha;1986;0
DERIVADOS;Base Champenoise champanha;1987;0
DERIVADOS;Base Champenoise champanha;1988;0
DERIVADOS;Base Champenoise champanha;1989;0
DERIVADOS;Base Champenoise champanha;1990;0
DERIVADOS;Base Champenoise champanha;1991;0
DERIVADOS;Base Champenoise champanha;1992;0
DERIVADOS;Base Champenoise champanha;1993;0
DERIVADOS;Base Champenoise champanha;1994;0
DERIVADOS;Base Champenoise champanha;1995;0
DERIVADOS;Base Champenoise champanha;1996;0
DERIVADOS;Base Champenoise champanha;1997;0
DERIVADOS;Base Champenoise champanha;1998;0
DERIVADOS;Base Champenoise champanha;1999;0
DERIVADOS;Base Champenoise champanha;2000;0
DERIVADOS;Base Champenoise champanha;2001;0
DERIVADOS;Base Champenoise champanha;2002;0
DERIVADOS;Base Champenoise champanha;2003;0
DERIVADOS;Base Champenoise champanha;2004;0
DERIVADOS;Base Champenoise champanha;2005;0
DERIVADOS;Base Champenoise champanha;2006;0
DERIVADOS;Base Champenoise champanha;2007;0
DERIVADOS;Base Champenoise champanha;2008;0
DERIVADOS;Base Champenoise champanha;2009;0
DERIVADOS;Base Champenoise champanha;2010;92082
DERIVADOS;Base Champenoise champanha;2011;74746
DERIVADOS;Base Champenoise champanha;2012;369278
DERIVADOS;Base Champenoise champanha;2013;359617
DERIVADOS;Base Champenoise champanha;2014;234725
DERIVADOS;Base Champenoise champanha;2015;605001
DERIVADOS;Base Champenoise champanha;2016;740395
DERIVADOS;Base Champenoise champanha;2017;1552403
DERIVADOS;Base Champenoise champanha;2018;228518
DERIVADOS;Base Champenoise champanha;2019;274903
DERIVADOS;Base Champenoise champanha;2020;200777
DERIVADOS;Base Champenoise champanha;2021;0
DERIVADOS;Base Charmat champanha;1970;0
DERIVADOS;Base Charmat champanha;1971;0
DERIVADOS;Base Charmat champanha;1972;0
DERIVADOS;Base Charmat champanha;1973;0
DERIVADOS;Base Charmat champanha;1974;0
DERIVADOS;Base Charmat champanha;1975;0
DERIVADOS;Base Charmat champanha;1976;0
DERIVADOS;Base Charmat champanha;1977;0
DERIVADOS;Base Charmat champanha;1978;0
DERIVADOS;Base Charmat champanha;1979;0
DERIVADOS;Base Charmat champanha;1980;0
DERIVADOS;Base Charmat champanha;1981;0
DERIVADOS;Base Charmat champanha;1982;0
DERIVADOS;Base Charmat champanha;1983;0
DERIVADOS;Base Charmat champanha;1984;0
DERIVADOS;Base Charmat champanha;1985;0
DERIVADOS;Base Charmat champanha;1986;0
DERIVADOS;Base Charmat champanha;1987;0
DERIVADOS;Base Charmat champanha;1988;0
DERIVADOS;Base Charmat champanha;1989;0
DERIVADOS;Base Charmat champanha;1990;0
DERIVADOS;Base Charmat champanha;1991;0
DERIVADOS;Base Charmat champanha;1992;0
DERIVADOS;Base Charmat champanha;1993;0
DERIVADOS;Base Charmat champanha;1994;0
DERIVADOS;Base Charmat champanha;1995;0
DERIVADOS;Base Charmat champanha;1996;0
DERIVADOS;Base Charmat champanha;1997;0
DERIVADOS;Base Charmat champanha;1998;0
DERIVADOS;Base Charmat champanha;1999;0
DERIVADOS;Base Charmat champanha;2000;0
DERIVADOS;Base Charmat champanha;2001;0
DERIVADOS;Base Charmat champanha;2002;0
DERIVADOS;Base Charmat champanha;2003;0
DERIVADOS;Base Charmat champanha;2004;0
DERIVADOS;Base Charmat champanha;2005;0
DERIVADOS;Base Charmat champanha;2006;0
DERIVADOS;Base Charmat champanha;2007;0
DERIVADOS;Base Charmat champanha;2008;0
DERIVADOS;Base Charmat champanha;2009;0
DERIVADOS;Base Charmat champanha;2010;254000
DERIVADOS;Base Charmat champanha;2011;865858
DERIVADOS;Base Charmat champanha;2012;479625
DERIVADOS;Base Charmat champanha;2013;624728
DERIVADOS;Base Charmat champanha;2014;376968
DERIVADOS;Base Charmat champanha;2015;1466259
DERIVADOS;Base Charmat champanha;2016;250280
DERIVADOS;Base Charmat champanha;2017;893364
DERIVADOS;Base Charmat champanha;2018;1746540
DERIVADOS;Base Charmat champanha;2019;1188095
DERIVADOS;Base Charmat champanha;2020;2487939
DERIVADOS;Base Charmat champanha;2021;0
DERIVADOS;Bebida de uva;1970;0
DERIVADOS;Bebida de uva;1971;0
DERIVADOS;Bebida de uva;1972;0
DERIVADOS;Bebida de uva;1973;0
DERIVADOS;Bebida de uva;1974;0
DERIVADOS;Bebida de uva;1975;0
DERIVADOS;Bebida de uva;1976;0
DERIVADOS;Bebida de uva;1977;0
DERIVADOS;Bebida de uva;1978;0
DERIVADOS;Bebida de uva;1979;0
DERIVADOS;Bebida de uva;1980;0
DERIVADOS;Bebida de uva;1981;0
DERIVADOS;Bebida de uva;1982;0
DERIVADOS;Bebida de uva;1983;0
DERIVADOS;Bebida de uva;1984;0
DERIVADOS;Bebida de uva;1985;0
DERIVADOS;Bebida de uva;1986;0
DERIVADOS;Bebida de uva;1987;0
DERIVADOS;Bebida de uva;1988;0
DERIVADOS;Bebida de uva;1989;0
DERIVADOS;Bebida de uva;1990;0
DERIVADOS;Bebida de uva;1991;0
DERIVADOS;Bebida de uva;1992;0
DERIVADOS;Bebida de uva;1993;0
DERIVADOS;Bebida de uva;1994;0
DERIVADOS;Bebida de uva;1995;0
DERIVADOS;Bebida de uva;1996;0
DERIVADOS;Bebida de uva;1997;0
DERIVADOS;Bebida de uva;1998;0
DERIVADOS;Bebida de uva;1999;0
DERIVADOS;Bebida de uva;2000;0
DERIVADOS;Bebida de uva;2001;0
DERIVADOS;Bebida de uva;2002;0
DERIVADOS;Bebida de uva;2003;0
DERIVADOS;Bebida de uva;2004;0
DERIVADOS;Bebida de uva;2005;0
DERIVADOS;Bebida de uva;2006;0
DERIVADOS;Bebida de uva;2007;0
DERIVADOS;Bebida de uva;2008;1082700
DERIVADOS;Bebida de uva;2009;420
DERIVADOS;Bebida de uva;2010;7900
DERIVADOS;Bebida de uva;2011;0
DERIVADOS;Bebida de uva;2012;0
DERIVADOS;Bebida de uva;2013;4260
DERIVADOS;Bebida de uva;2014;3860
DERIVADOS;Bebida de uva;2015;922
DERIVADOS;Bebida de uva;2016;3474
DERIVADOS;Bebida de uva;2017;0
DERIVADOS;Bebida de uva;2018;0
DERIVADOS;Bebida de uva;2019;0
DERIVADOS;Bebida de uva;2020;0
DERIVADOS;Bebida de uva;2021;2000
DERIVADOS;Polpa de uva;1970;0
DERIVADOS;Polpa de uva;1971;0
DERIVADOS;Polpa de uva;1972;0
DERIVADOS;Polpa de uva;1973;0
DERIVADOS;Polpa de uva;1974;0
DERIVADOS;Polpa de uva;1975;0
DERIVADOS;Polpa de uva;1976;0
DERIVADOS;Polpa de uva;1977;0
DERIVADOS;Polpa de uva;1978;0
DERIVADOS;Polpa de uva;1979;0
DERIVADOS;Polpa de uva;1980;0
DERIVADOS;Polpa de uva;1981;0
DERIVADOS;Polpa de uva;1982;0
DERIVADOS;Polpa de uva;1983;0
DERIVADOS;Polpa de uva;1984;0
DERIVADOS;Polpa de uva;1985;0
DERIVADOS;Polpa de uva;1986;0
DERIVADOS;Polpa de uva;1987;0
DERIVADOS;Polpa de uva;1988;0
DERIVADOS;Polpa de uva;1989;0
DERIVADOS;Polpa de uva;1990;0
DERIVADOS;Polpa de uva;1991;0
DERIVADOS;Polpa de uva;1992;0
DERIVADOS;Polpa de uva;1993;0
DERIVADOS;Polpa de uva;1994;0
DERIVADOS;Polpa de uva;1995;0
DERIVADOS;Polpa de uva;1996;0
DERIVADOS;Polpa de uva;1997;0
DERIVADOS;Polpa de uva;1998;0
DERIVADOS;Polpa de uva;1999;0
DERIVADOS;Polpa de uva;2000;0
DERIVADOS;Polpa de uva;2001;0
DERIVADOS;Polpa de uva;2002;0
DERIVADOS;Polpa de uva;2003;0
DERIVADOS;Polpa de uva;2004;890562
DERIVADOS;Polpa de uva;2005;1350672
DERIVADOS;Polpa de uva;2006;1006000
DERIVADOS;Polpa de uva;2007;1083202
DERIVADOS;Polpa de uva;2008;1188260
DERIVADOS;Polpa de uva;2009;1352417
DERIVADOS;Polpa de uva;2010;1951606
DERIVADOS;Polpa de uva;2011;2480120
DERIVADOS;Polpa de uva;2012;2797665
DERIVADOS;Polpa de uva;2013;1742152
DERIVADOS;Polpa de uva;2014;2484000
DERIVADOS;Polpa de uva;2015;2371140
DERIVADOS;Polpa de uva;2016;1620430
DERIVADOS;Polpa de uva;2017;2507125
DERIVADOS;Polpa de uva;2018;2112683
DERIVADOS;Polpa de uva;2019;1480269
DERIVADOS;Polpa de uva;2020;1803472
DERIVADOS;Polpa de uva;2021;1180578
DERIVADOS;Mosto simples;1970;7170736
DERIVADOS;Mosto simples;1971;7646774
DERIVADOS;Mosto simples;1972;6051822
DERIVADOS;Mosto simples;1973;21779327
DERIVADOS;Mosto simples;1974;41346735
DERIVADOS;Mosto simples;1975;48185206
DERIVADOS;Mosto simples;1976;18220527
DERIVADOS;Mosto simples;1977;22097156
DERIVADOS;Mosto simples;1978;40052456
DERIVADOS;Mosto simples;1979;34318456
DERIVADOS;Mosto simples;1980;37553414
DERIVADOS;Mosto simples;1981;48762185
DERIVADOS;Mosto simples;1982;37506770
DERIVADOS;Mosto simples;1983;27314628
DERIVADOS;Mosto simples;1984;17331744
DERIVADOS;Mosto simples;1985;10637557
DERIVADOS;Mosto simples;1986;7031320
DERIVADOS;Mosto simples;1987;7821040
DERIVADOS;Mosto simples;1988;16544460
DERIVADOS;Mosto simples;1989;8141100
DERIVADOS;Mosto simples;1990;13307690
DERIVADOS;Mosto simples;1991;17407568
DERIVADOS;Mosto simples;1992;27491540
DERIVADOS;Mosto simples;1993;17218000
DERIVADOS;Mosto simples;1994;10972700
DERIVADOS;Mosto simples;1995;20917600
DERIVADOS;Mosto simples;1996;12111372
DERIVADOS;Mosto simples;1997;19066000
DERIVADOS;Mosto simples;1998;11046570
DERIVADOS;Mosto simples;1999;14359734
DERIVADOS;Mosto simples;2000;16192018
DERIVADOS;Mosto simples;2001;6977231
DERIVADOS;Mosto simples;2002;12875000
DERIVADOS;Mosto simples;2003;13172480
DERIVADOS;Mosto simples;2004;26067525
DERIVADOS;Mosto simples;2005;22429791
DERIVADOS;Mosto simples;2006;25903812
DERIVADOS;Mosto simples;2007;37558010
DERIVADOS;Mosto simples;2008;53683415
DERIVADOS;Mosto simples;2009;53418555
DERIVADOS;Mosto simples;2010;45912040
DERIVADOS;Mosto simples;2011;77285998
DERIVADOS;Mosto simples;2012;93341575
DERIVADOS;Mosto simples;2013;58517506
DERIVADOS;Mosto simples;2014;57582195
DERIVADOS;Mosto simples;2015;100911592
DERIVADOS;Mosto simples;2016;49770993
DERIVADOS;Mosto simples;2017;101010116
DERIVADOS;Mosto simples;2018;88910980
DERIVADOS;Mosto simples;2019;135614344
DERIVADOS;Mosto simples;2020;80355474
DERIVADOS;Mosto simples;2021;153579926
DERIVADOS;Mosto concentrado;1970;0
DERIVADOS;Mosto concentrado;1971;0
DERIVADOS;Mosto concentrado;1972;0
DERIVADOS;Mosto concentrado;1973;0
DERIVADOS;Mosto concentrado;1974;0
DERIVADOS;Mosto concentrado;1975;0
DERIVADOS;Mosto concentrado;1976;0
DERIVADOS;Mosto concentrado;1977;0
DERIVADOS;Mosto concentrado;1978;0
DERIVADOS;Mosto concentrado;1979;0
DERIVADOS;Mosto concentrado;1980;0
DERIVADOS;Mosto concentrado;1981;0
DERIVADOS;Mosto concentrado;1982;0
DERIVADOS;Mosto concentrado;1983;0
DERIVADOS;Mosto concentrado;1984;0
DERIVADOS;Mosto concentrado;1985;354707
DERIVADOS;Mosto concentrado;1986;295800
DERIVADOS;Mosto concentrado;1987;400500
DERIVADOS;Mosto concentrado;1988;384200
DERIVADOS;Mosto concentrado;1989;732470
DERIVADOS;Mosto concentrado;1990;1098250
DERIVADOS;Mosto concentrado;1991;921400
DERIVADOS;Mosto concentrado;1992;288900
DERIVADOS;Mosto concentrado;1993;355100
DERIVADOS;Mosto concentrado;1994;335500
DERIVADOS;Mosto concentrado;1995;265000
DERIVADOS;Mosto concentrado;1996;292000
DERIVADOS;Mosto concentrado;1997;490000
DERIVADOS;Mosto concentrado;1998;381000
DERIVADOS;Mosto concentrado;1999;411354
DERIVADOS;Mosto concentrado;2000;0
DERIVADOS;Mosto concentrado;2001;0
DERIVADOS;Mosto concentrado;2002;0
DERIVADOS;Mosto concentrado;2003;0
DERIVADOS;Mosto concentrado;2004;0
DERIVADOS;Mosto concentrado;2005;83116
DERIVADOS;Mosto concentrado;2006;0
DERIVADOS;Mosto concentrado;2007;110000
DERIVADOS;Mosto concentrado;2008;0
DERIVADOS;Mosto concentrado;2009;0
DERIVADOS;Mosto concentrado;2010;0
DERIVADOS;Mosto concentrado;2011;0
DERIVADOS;Mosto concentrado;2012;0
DERIVADOS;Mosto concentrado;2013;0
DERIVADOS;Mosto concentrado;2014;0
DERIVADOS;Mosto concentrado;2015;0
DERIVADOS;Mosto concentrado;2016;0
DERIVADOS;Mosto concentrado;2017;0
DERIVADOS;Mosto concentrado;2018;0
DERIVADOS;Mosto concentrado;2019;0
DERIVADOS;Mosto concentrado;2020;0
DERIVADOS;Mosto concentrado;2021;0
DERIVADOS;Mosto de uva com bagaço;1970;0
DERIVADOS;Mosto de uva com bagaço;1971;0
DERIVADOS;Mosto de uva com bagaço;1972;0
DERIVADOS;Mosto de uva com bagaço;1973;0
DERIVADOS;Mosto de uva com bagaço;1974;0
DERIVADOS;Mosto de uva com bagaço;1975;0
DERIVADOS;Mosto de uva com bagaço;1976;0
DERIVADOS;Mosto de uva com bagaço;1977;0
DERIVADOS;Mosto de uva com bagaço;1978;0
DERIVADOS;Mosto de uva com bagaço;1979;0
DERIVADOS;Mosto de uva com bagaço;1980;0
DERIVADOS;Mosto de uva com bagaço;1981;0
DERIVADOS;Mosto de uva com bagaço;1982;0
DERIVADOS;Mosto de uva com bagaço;1983;0
DERIVADOS;Mosto de uva com bagaço;1984;0
DERIVADOS;Mosto de uva com bagaço;1985;0
DERIVADOS;Mosto de uva com bagaço;1986;0
DERIVADOS;Mosto de uva com bagaço;1987;0
DERIVADOS;Mosto de uva com bagaço;1988;0
DERIVADOS;Mosto de uva com bagaço;1989;0
DERIVADOS;Mosto de uva com bagaço;1990;0
DERIVADOS;Mosto de uva com bagaço;1991;0
DERIVADOS;Mosto de uva com bagaço;1992;0
DERIVADOS;Mosto de uva com bagaço;1993;0
DERIVADOS;Mosto de uva com bagaço;1994;0
DERIVADOS;Mosto de uva com bagaço;1995;0
DERIVADOS;Mosto de uva com bagaço;1996;0
DERIVADOS;Mosto de uva com bagaço;1997;0
DERIVADOS;Mosto de uva com bagaço;1998;0
DERIVADOS;Mosto de uva com bagaço;1999;0
DERIVADOS;Mosto de uva com bagaço;2000;0
DERIVADOS;Mosto de uva com bagaço;2001;0
DERIVADOS;Mosto de uva com bagaço;2002;0
DERIVADOS;Mosto de uva com bagaço;2003;0
DERIVADOS;Mosto de uva com bagaço;2004;0
DERIVADOS;Mosto de uva com bagaço;2005;0
DERIVADOS;Mosto de uva com bagaço;2006;0
DERIVADOS;Mosto de uva com bagaço;2007;0
DERIVADOS;Mosto de uva com bagaço;2008;0
DERIVADOS;Mosto de uva com bagaço;2009;0
DERIVADOS;Mosto de uva com bagaço;2010;0
DERIVADOS;Mosto de uva com bagaço;2011;1037600
DERIVADOS;Mosto de uva com bagaço;2012;0
DERIVADOS;Mosto de uva com bagaço;2013;0
DERIVADOS;Mosto de uva com bagaço;2014;0
DERIVADOS;Mosto de uva com bagaço;2015;0
DERIVADOS;Mosto de uva com bagaço;2016;0
DERIVADOS;Mosto de uva com bagaço;2017;772110
DERIVADOS;Mosto de uva com bagaço;2018;0
DERIVADOS;Mosto de uva com bagaço;2019;645816
DERIVADOS;Mosto de uva com bagaço;2020;3078256
DERIVADOS;Mosto de uva com bagaço;2021;618764
DERIVADOS;Mosto dessulfitado;1970;0
DERIVADOS;Mosto dessulfitado;1971;0
DERIVADOS;Mosto dessulfitado;1972;0
DERIVADOS;Mosto dessulfitado;1973;0
DERIVADOS;Mosto dessulfitado;1974;0
DERIVADOS;Mosto dessulfitado;1975;0
DERIVADOS;Mosto dessulfitado;1976;0
DERIVADOS;Mosto dessulfitado;1977;0
DERIVADOS;Mosto dessulfitado;1978;0
DERIVADOS;Mosto dessulfitado;1979;0
DERIVADOS;Mosto dessulfitado;1980;0
DERIVADOS;Mosto dessulfitado;1981;0
DERIVADOS;Mosto dessulfitado;1982;0
DERIVADOS;Mosto dessulfitado;1983;0
DERIVADOS;Mosto dessulfitado;1984;0
DERIVADOS;Mosto dessulfitado;1985;0
DERIVADOS;Mosto dessulfitado;1986;0
DERIVADOS;Mosto dessulfitado;1987;0
DERIVADOS;Mosto dessulfitado;1988;0
DERIVADOS;Mosto dessulfitado;1989;0
DERIVADOS;Mosto dessulfitado;1990;0
DERIVADOS;Mosto dessulfitado;1991;0
DERIVADOS;Mosto dessulfitado;1992;0
DERIVADOS;Mosto dessulfitado;1993;0
DERIVADOS;Mosto dessulfitado;1994;0
DERIVADOS;Mosto dessulfitado;1995;0
DERIVADOS;Mosto dessulfitado;1996;0
DERIVADOS;Mosto dessulfitado;1997;0
DERIVADOS;Mosto dessulfitado;1998;0
DERIVADOS;Mosto dessulfitado;1999;0
DERIVADOS;Mosto dessulfitado;2000;0
DERIVADOS;Mosto dessulfitado;2001;0
DERIVADOS;Mosto dessulfitado;2002;0
DERIVADOS;Mosto dessulfitado;2003;0
DERIVADOS;Mosto dessulfitado;2004;0
DERIVADOS;Mosto dessulfitado;2005;0
DERIVADOS;Mosto dessulfitado;2006;0
DERIVADOS;Mosto dessulfitado;2007;0
DERIVADOS;Mosto dessulfitado;2008;0
DERIVADOS;Mosto dessulfitado;2009;0
DERIVADOS;Mosto dessulfitado;2010;0
DERIVADOS;Mosto dessulfitado;2011;0
DERIVADOS;Mosto dessulfitado;2012;0
DERIVADOS;Mosto dessulfitado;2013;0
DERIVADOS;Mosto dessulfitado;2014;0
DERIVADOS;Mosto dessulfitado;2015;0
DERIVADOS;Mosto dessulfitado;2016;0
DERIVADOS;Mosto dessulfitado;2017;0
